index,phase,watch_x,watch_y,watch_w,watch_h,latency_ms,best_dist,changed_pixels,status
91,disappear,1285,691,40,60,28.857,617,121,ok
92,appear,1285,691,40,60,29.107,617,121,ok
92,disappear,1285,691,40,60,28.292,617,121,ok
93,appear,1285,691,40,60,26.318,617,121,ok
93,disappear,1285,691,40,60,27.591,617,121,ok
94,appear,1285,691,40,60,27.492,617,121,ok
94,disappear,1285,691,40,60,25.910,617,121,ok
95,appear,1285,691,40,60,29.406,617,121,ok
95,disappear,1285,691,40,60,29.108,617,121,ok
96,appear,1285,691,40,60,29.867,617,121,ok
96,disappear,1285,691,40,60,29.141,617,121,ok
97,appear,1285,691,40,60,29.489,617,121,ok
97,disappear,1285,691,40,60,26.161,617,121,ok
98,appear,1285,691,40,60,26.943,617,121,ok
98,disappear,1285,691,40,60,25.936,617,121,ok
99,appear,1285,691,40,60,26.813,617,121,ok
99,disappear,1285,691,40,60,27.655,617,121,ok
