index,phase,watch_x,watch_y,watch_w,watch_h,latency_ms,best_dist,changed_pixels,status
54,appear,280,1078,40,60,14.808,538,47,ok
54,disappear,280,1078,40,60,17.510,538,47,ok
55,appear,280,1078,40,60,16.220,538,47,ok
55,disappear,280,1078,40,60,16.201,538,47,ok
56,appear,280,1078,40,60,14.696,538,47,ok
56,disappear,280,1078,40,60,15.062,538,47,ok
57,appear,280,1078,40,60,19.704,538,47,ok
57,disappear,280,1078,40,60,10.937,538,47,ok
58,appear,280,1078,40,60,15.613,538,47,ok
58,disappear,280,1078,40,60,15.203,538,47,ok
59,appear,280,1078,40,60,15.323,538,47,ok
59,disappear,280,1078,40,60,14.858,538,47,ok
60,appear,280,1078,40,60,14.870,538,47,ok
60,disappear,280,1078,40,60,14.475,538,47,ok
61,appear,280,1078,40,60,11.575,538,47,ok
61,disappear,280,1078,40,60,17.868,538,47,ok
62,appear,280,1078,40,60,14.778,538,47,ok
62,disappear,280,1078,40,60,14.773,538,47,ok
63,appear,280,1078,40,60,11.297,538,47,ok
63,disappear,280,1078,40,60,12.464,538,47,ok
64,appear,280,1078,40,60,16.351,538,47,ok
64,disappear,280,1078,40,60,11.487,538,47,ok
65,appear,280,1078,40,60,12.291,538,47,ok
65,disappear,280,1078,40,60,17.338,538,47,ok
66,appear,280,1078,40,60,11.359,538,47,ok
66,disappear,280,1078,40,60,16.239,538,47,ok
67,appear,280,1078,40,60,16.325,538,47,ok
67,disappear,280,1078,40,60,14.841,538,47,ok
68,appear,280,1078,40,60,15.514,538,47,ok
68,disappear,280,1078,40,60,17.648,538,47,ok
69,appear,280,1078,40,60,15.618,538,47,ok
69,disappear,280,1078,40,60,14.871,538,47,ok
70,appear,280,1078,40,60,16.465,538,47,ok
70,disappear,280,1078,40,60,15.559,538,47,ok
71,appear,280,1078,40,60,16.783,538,47,ok
71,disappear,280,1078,40,60,14.713,538,47,ok
72,appear,280,1078,40,60,13.673,538,47,ok
72,disappear,280,1078,40,60,16.881,538,47,ok
73,appear,280,1078,40,60,15.388,538,47,ok
73,disappear,280,1078,40,60,15.346,538,47,ok
74,appear,280,1078,40,60,15.672,538,47,ok
74,disappear,280,1078,40,60,16.830,538,47,ok
75,appear,280,1078,40,60,16.061,538,47,ok
75,disappear,280,1078,40,60,13.798,538,47,ok
76,appear,280,1078,40,60,17.782,538,47,ok
76,disappear,280,1078,40,60,11.470,538,47,ok
77,appear,280,1078,40,60,12.892,538,47,ok
77,disappear,280,1078,40,60,19.308,538,47,ok
78,appear,280,1078,40,60,15.397,538,47,ok
78,disappear,280,1078,40,60,11.471,538,47,ok
79,appear,280,1078,40,60,15.918,538,47,ok
79,disappear,280,1078,40,60,15.294,538,47,ok
80,appear,280,1078,40,60,17.576,538,47,ok
80,disappear,280,1078,40,60,15.399,538,47,ok
81,appear,280,1078,40,60,14.850,538,47,ok
81,disappear,280,1078,40,60,19.143,538,47,ok
82,appear,280,1078,40,60,10.963,538,47,ok
82,disappear,280,1078,40,60,11.213,538,47,ok
83,appear,280,1078,40,60,19.394,538,47,ok
83,disappear,280,1078,40,60,15.443,538,47,ok
84,appear,280,1078,40,60,14.783,538,47,ok
84,disappear,280,1078,40,60,17.645,538,47,ok
85,appear,280,1078,40,60,16.509,538,47,ok
85,disappear,280,1078,40,60,10.743,538,47,ok
86,appear,280,1078,40,60,19.306,538,47,ok
86,disappear,280,1078,40,60,20.330,538,47,ok
87,appear,280,1078,40,60,16.998,538,47,ok
87,disappear,280,1078,40,60,16.913,538,47,ok
88,appear,280,1078,40,60,14.883,538,47,ok
88,disappear,280,1078,40,60,13.093,538,47,ok
89,appear,280,1078,40,60,17.417,538,47,ok
89,disappear,280,1078,40,60,53.642,538,47,ok
90,appear,280,1078,40,60,14.629,538,47,ok
90,disappear,280,1078,40,60,11.442,538,47,ok
91,appear,280,1078,40,60,10.086,538,47,ok
91,disappear,280,1078,40,60,14.682,538,47,ok
92,appear,280,1078,40,60,25.026,538,47,ok
92,disappear,280,1078,40,60,15.675,538,47,ok
93,appear,280,1078,40,60,16.106,538,47,ok
93,disappear,280,1078,40,60,10.936,538,47,ok
94,appear,280,1078,40,60,20.921,538,47,ok
94,disappear,280,1078,40,60,18.293,538,47,ok
95,appear,280,1078,40,60,15.242,538,47,ok
95,disappear,280,1078,40,60,15.413,538,47,ok
96,appear,280,1078,40,60,11.288,538,47,ok
96,disappear,280,1078,40,60,15.515,538,47,ok
97,appear,280,1078,40,60,15.721,538,47,ok
97,disappear,280,1078,40,60,16.498,538,47,ok
98,appear,280,1078,40,60,12.754,538,47,ok
98,disappear,280,1078,40,60,16.900,538,47,ok
99,appear,280,1078,40,60,16.225,538,47,ok
99,disappear,280,1078,40,60,13.364,538,47,ok
