index,phase,watch_x,watch_y,watch_w,watch_h,latency_ms,best_dist,changed_pixels,status
81,appear,1684,1031,40,60,32.519,612,114,ok
81,disappear,1684,1031,40,60,21.664,612,114,ok
82,appear,1684,1031,40,60,23.742,612,114,ok
82,disappear,1684,1031,40,60,53.001,612,114,ok
83,appear,1684,1031,40,60,30.243,612,114,ok
83,disappear,1684,1031,40,60,29.553,612,114,ok
84,appear,1684,1031,40,60,26.968,612,114,ok
84,disappear,1684,1031,40,60,37.747,612,114,ok
85,appear,1684,1031,40,60,55.007,612,114,ok
85,disappear,1684,1031,40,60,30.762,612,114,ok
86,appear,1684,1031,40,60,28.397,612,114,ok
86,disappear,1684,1031,40,60,28.499,612,114,ok
87,appear,1684,1031,40,60,28.445,612,114,ok
87,disappear,1684,1031,40,60,30.556,612,114,ok
88,appear,1684,1031,40,60,28.391,612,114,ok
88,disappear,1684,1031,40,60,28.644,612,114,ok
89,appear,1684,1031,40,60,32.600,612,114,ok
89,disappear,1684,1031,40,60,29.965,612,114,ok
90,appear,1684,1031,40,60,53.482,612,114,ok
90,disappear,1684,1031,40,60,31.934,612,114,ok
91,appear,1684,1031,40,60,26.822,612,114,ok
91,disappear,1684,1031,40,60,29.040,612,114,ok
92,appear,1684,1031,40,60,28.777,612,114,ok
92,disappear,1684,1031,40,60,41.465,612,114,ok
93,appear,1684,1031,40,60,55.397,612,114,ok
93,disappear,1684,1031,40,60,30.102,612,114,ok
94,appear,1684,1031,40,60,48.954,612,114,ok
94,disappear,1684,1031,40,60,34.994,612,114,ok
95,appear,1684,1031,40,60,26.395,612,114,ok
95,disappear,1684,1031,40,60,28.106,612,114,ok
96,appear,1684,1031,40,60,26.734,612,114,ok
96,disappear,1684,1031,40,60,39.834,612,114,ok
97,appear,1684,1031,40,60,57.932,612,114,ok
97,disappear,1684,1031,40,60,58.180,612,114,ok
98,appear,1684,1031,40,60,30.170,612,114,ok
98,disappear,1684,1031,40,60,27.133,612,114,ok
99,appear,1684,1031,40,60,26.436,612,114,ok
99,disappear,1684,1031,40,60,32.516,612,114,ok
