index,phase,watch_x,watch_y,watch_w,watch_h,latency_ms,best_dist,changed_pixels,status
54,appear,1155,913,40,60,15.512,617,122,ok
54,disappear,1155,913,40,60,18.764,617,122,ok
55,appear,1155,913,40,60,15.793,617,122,ok
55,disappear,1155,913,40,60,23.689,617,122,ok
56,appear,1155,913,40,60,15.077,617,122,ok
56,disappear,1155,913,40,60,15.530,617,122,ok
57,appear,1155,913,40,60,18.437,617,122,ok
57,disappear,1155,913,40,60,24.315,617,122,ok
58,appear,1155,913,40,60,14.260,617,122,ok
58,disappear,1155,913,40,60,16.776,617,122,ok
59,appear,1155,913,40,60,15.050,617,122,ok
59,disappear,1155,913,40,60,17.993,617,122,ok
60,appear,1155,913,40,60,14.973,617,122,ok
60,disappear,1155,913,40,60,16.873,617,122,ok
61,appear,1155,913,40,60,14.633,617,122,ok
61,disappear,1155,913,40,60,22.042,617,122,ok
62,appear,1155,913,40,60,15.057,617,122,ok
62,disappear,1155,913,40,60,23.188,617,122,ok
63,appear,1155,913,40,60,14.839,617,122,ok
63,disappear,1155,913,40,60,24.168,617,122,ok
64,appear,1155,913,40,60,15.525,617,122,ok
64,disappear,1155,913,40,60,21.767,617,122,ok
65,appear,1155,913,40,60,15.393,617,122,ok
65,disappear,1155,913,40,60,22.034,617,122,ok
66,appear,1155,913,40,60,14.434,617,122,ok
66,disappear,1155,913,40,60,16.528,617,122,ok
67,appear,1155,913,40,60,14.064,617,122,ok
67,disappear,1155,913,40,60,15.528,617,122,ok
68,appear,1155,913,40,60,20.721,617,122,ok
68,disappear,1155,913,40,60,15.724,617,122,ok
69,appear,1155,913,40,60,18.573,617,122,ok
69,disappear,1155,913,40,60,16.763,617,122,ok
70,appear,1155,913,40,60,15.312,617,122,ok
70,disappear,1155,913,40,60,17.462,617,122,ok
71,appear,1155,913,40,60,22.941,617,122,ok
71,disappear,1155,913,40,60,17.220,617,122,ok
72,appear,1155,913,40,60,18.646,617,122,ok
72,disappear,1155,913,40,60,14.189,617,122,ok
73,appear,1155,913,40,60,14.667,617,122,ok
73,disappear,1155,913,40,60,15.669,617,122,ok
74,appear,1155,913,40,60,15.057,617,122,ok
74,disappear,1155,913,40,60,17.045,617,122,ok
75,appear,1155,913,40,60,14.956,617,122,ok
75,disappear,1155,913,40,60,19.496,617,122,ok
76,appear,1155,913,40,60,15.565,617,122,ok
76,disappear,1155,913,40,60,20.008,617,122,ok
77,appear,1155,913,40,60,16.028,617,122,ok
77,disappear,1155,913,40,60,17.298,617,122,ok
78,appear,1155,913,40,60,15.978,617,122,ok
78,disappear,1155,913,40,60,15.858,617,122,ok
79,appear,1155,913,40,60,13.826,617,122,ok
79,disappear,1155,913,40,60,19.762,617,122,ok
80,appear,1155,913,40,60,14.281,617,122,ok
80,disappear,1155,913,40,60,17.688,617,122,ok
81,appear,1155,913,40,60,14.230,617,122,ok
81,disappear,1155,913,40,60,14.458,617,122,ok
82,appear,1155,913,40,60,17.770,617,122,ok
82,disappear,1155,913,40,60,16.734,617,122,ok
83,appear,1155,913,40,60,15.914,617,122,ok
83,disappear,1155,913,40,60,17.601,617,122,ok
84,appear,1155,913,40,60,18.871,617,122,ok
84,disappear,1155,913,40,60,15.331,617,122,ok
85,appear,1155,913,40,60,15.683,617,122,ok
85,disappear,1155,913,40,60,15.293,617,122,ok
86,appear,1155,913,40,60,15.300,617,122,ok
86,disappear,1155,913,40,60,14.403,617,122,ok
87,appear,1155,913,40,60,16.350,617,122,ok
87,disappear,1155,913,40,60,16.855,617,122,ok
88,appear,1155,913,40,60,18.466,617,122,ok
88,disappear,1155,913,40,60,16.418,617,122,ok
89,appear,1155,913,40,60,17.904,617,122,ok
89,disappear,1155,913,40,60,17.631,617,122,ok
90,appear,1155,913,40,60,14.643,617,122,ok
90,disappear,1155,913,40,60,21.725,617,122,ok
91,appear,1155,913,40,60,16.082,617,122,ok
91,disappear,1155,913,40,60,16.766,617,122,ok
92,appear,1155,913,40,60,16.684,617,122,ok
92,disappear,1155,913,40,60,15.328,617,122,ok
93,appear,1155,913,40,60,14.984,617,122,ok
93,disappear,1155,913,40,60,18.333,617,122,ok
94,appear,1155,913,40,60,14.705,617,122,ok
94,disappear,1155,913,40,60,14.583,617,122,ok
95,appear,1155,913,40,60,17.819,617,122,ok
95,disappear,1155,913,40,60,15.951,617,122,ok
96,appear,1155,913,40,60,21.063,617,122,ok
96,disappear,1155,913,40,60,15.198,617,122,ok
97,appear,1155,913,40,60,21.577,617,122,ok
97,disappear,1155,913,40,60,16.356,617,122,ok
98,appear,1155,913,40,60,19.807,617,122,ok
98,disappear,1155,913,40,60,15.331,617,122,ok
99,appear,1155,913,40,60,16.272,617,122,ok
99,disappear,1155,913,40,60,17.673,617,122,ok
