index,phase,watch_x,watch_y,watch_w,watch_h,latency_ms,best_dist,changed_pixels,status
54,appear,1156,891,40,60,14.750,617,122,ok
54,disappear,1156,891,40,60,15.133,617,122,ok
55,appear,1156,891,40,60,14.789,617,122,ok
55,disappear,1156,891,40,60,15.506,617,122,ok
56,appear,1156,891,40,60,15.047,617,122,ok
56,disappear,1156,891,40,60,16.170,617,122,ok
57,appear,1156,891,40,60,15.550,617,122,ok
57,disappear,1156,891,40,60,14.799,617,122,ok
58,appear,1156,891,40,60,15.044,617,122,ok
58,disappear,1156,891,40,60,15.136,617,122,ok
59,appear,1156,891,40,60,15.538,617,122,ok
59,disappear,1156,891,40,60,15.229,617,122,ok
60,appear,1156,891,40,60,17.255,617,122,ok
60,disappear,1156,891,40,60,15.629,617,122,ok
61,appear,1156,891,40,60,15.048,617,122,ok
61,disappear,1156,891,40,60,14.863,617,122,ok
62,appear,1156,891,40,60,14.980,617,122,ok
62,disappear,1156,891,40,60,15.177,617,122,ok
63,appear,1156,891,40,60,14.671,617,122,ok
63,disappear,1156,891,40,60,14.979,617,122,ok
64,appear,1156,891,40,60,16.178,617,122,ok
64,disappear,1156,891,40,60,14.864,617,122,ok
65,appear,1156,891,40,60,14.793,617,122,ok
65,disappear,1156,891,40,60,15.298,617,122,ok
66,appear,1156,891,40,60,15.431,617,122,ok
66,disappear,1156,891,40,60,15.302,617,122,ok
67,appear,1156,891,40,60,15.076,617,122,ok
67,disappear,1156,891,40,60,14.508,617,122,ok
68,appear,1156,891,40,60,15.620,617,122,ok
68,disappear,1156,891,40,60,15.381,617,122,ok
69,appear,1156,891,40,60,15.055,617,122,ok
69,disappear,1156,891,40,60,14.797,617,122,ok
70,appear,1156,891,40,60,15.629,617,122,ok
70,disappear,1156,891,40,60,21.010,617,122,ok
71,appear,1156,891,40,60,14.585,617,122,ok
71,disappear,1156,891,40,60,15.758,617,122,ok
72,appear,1156,891,40,60,18.002,617,122,ok
72,disappear,1156,891,40,60,14.756,617,122,ok
73,appear,1156,891,40,60,15.009,617,122,ok
73,disappear,1156,891,40,60,15.393,617,122,ok
74,appear,1156,891,40,60,14.708,617,122,ok
74,disappear,1156,891,40,60,15.330,617,122,ok
75,appear,1156,891,40,60,14.755,617,122,ok
75,disappear,1156,891,40,60,16.453,617,122,ok
76,appear,1156,891,40,60,15.533,617,122,ok
76,disappear,1156,891,40,60,14.623,617,122,ok
77,appear,1156,891,40,60,15.116,617,122,ok
77,disappear,1156,891,40,60,14.778,617,122,ok
78,appear,1156,891,40,60,17.397,617,122,ok
78,disappear,1156,891,40,60,15.236,617,122,ok
79,appear,1156,891,40,60,15.709,617,122,ok
79,disappear,1156,891,40,60,15.310,617,122,ok
80,appear,1156,891,40,60,15.051,617,122,ok
80,disappear,1156,891,40,60,14.866,617,122,ok
81,appear,1156,891,40,60,14.407,617,122,ok
81,disappear,1156,891,40,60,14.747,617,122,ok
82,appear,1156,891,40,60,14.665,617,122,ok
82,disappear,1156,891,40,60,14.866,617,122,ok
83,appear,1156,891,40,60,14.374,617,122,ok
83,disappear,1156,891,40,60,15.063,617,122,ok
84,appear,1156,891,40,60,14.285,617,122,ok
84,disappear,1156,891,40,60,14.832,617,122,ok
85,appear,1156,891,40,60,14.968,617,122,ok
85,disappear,1156,891,40,60,15.067,617,122,ok
86,appear,1156,891,40,60,14.485,617,122,ok
86,disappear,1156,891,40,60,15.294,617,122,ok
87,appear,1156,891,40,60,14.650,617,122,ok
87,disappear,1156,891,40,60,14.837,617,122,ok
88,appear,1156,891,40,60,14.711,617,122,ok
88,disappear,1156,891,40,60,15.350,617,122,ok
89,appear,1156,891,40,60,15.202,617,122,ok
89,disappear,1156,891,40,60,15.211,617,122,ok
90,appear,1156,891,40,60,14.818,617,122,ok
90,disappear,1156,891,40,60,15.134,617,122,ok
91,appear,1156,891,40,60,12.844,617,122,ok
91,disappear,1156,891,40,60,16.881,617,122,ok
92,appear,1156,891,40,60,17.114,617,122,ok
92,disappear,1156,891,40,60,16.512,617,122,ok
93,appear,1156,891,40,60,15.022,617,122,ok
93,disappear,1156,891,40,60,14.798,617,122,ok
94,appear,1156,891,40,60,14.682,617,122,ok
94,disappear,1156,891,40,60,14.928,617,122,ok
95,appear,1156,891,40,60,14.889,617,122,ok
95,disappear,1156,891,40,60,14.420,617,122,ok
96,appear,1156,891,40,60,14.846,617,122,ok
96,disappear,1156,891,40,60,14.694,617,122,ok
97,appear,1156,891,40,60,14.532,617,122,ok
97,disappear,1156,891,40,60,15.073,617,122,ok
98,appear,1156,891,40,60,14.759,617,122,ok
98,disappear,1156,891,40,60,14.836,617,122,ok
99,appear,1156,891,40,60,17.672,617,122,ok
99,disappear,1156,891,40,60,14.996,617,122,ok
